1300	100
1306	100
1312	100
1318	100
1324	100
1330	100
1336	100
1342	100
1348	100
1354	100
1400	100
1406	100
1412	100
1418	100
1424	100
1430	100
1436	100
1442	100
1448	100
1454	100
1500	100
1506	100
1512	100
1518	100
1524	100
1530	100
1536	100
1542	100
1548	100
1554	100
1600	100
1606	100
1612	100
1618	100
1624	100
1630	100
1636	100
1642	100
1648	100
1654	100
1700	100
1706	100
1712	100
1718	100
1724	100
1730	99
1736	99
1742	98
1748	97
1754	97
1800	96
1806	96
1812	95
1818	94
1824	94
1830	93
1836	92
1842	92
1848	91
1854	90
1900	90
1906	89
1912	89
1918	88
1924	87
1930	87
1936	86
1942	85
1948	85
1954	84
2000	83
2006	83
2012	82
2018	82
2024	81
2030	80
2036	80
2042	79
2048	78
2054	78
2100	77
2106	77
2112	76
2118	75
2124	75
2130	74
2136	73
2142	73
2148	72
2154	71
2200	71
2206	70
2212	70
2218	69
2224	68
2230	68
2236	67
2242	66
2248	66
2254	65
2300	64
2306	64
2312	63
2318	63
2324	62
2330	61
2336	61
2342	60
2348	59
2354	59
2400	58
2406	57
2412	57
2418	56
2424	56
2430	55
2436	54
2442	54
2448	53
2454	52
2500	52
2506	51
2512	50
2518	50
2524	49
2530	49
2536	48
2542	47
2548	47
2554	46
2600	45
2606	45
2612	44
2618	43
2624	43
2630	42
