1300	100
1306	100
1312	100
1318	100
1324	100
1330	100
1336	100
1342	100
1348	100
1354	100
1400	100
1406	100
1412	100
1418	100
1424	100
1430	100
1436	100
1442	100
1448	100
1454	100
1500	100
1506	100
1512	100
1518	100
1524	100
1530	100
1536	100
1542	100
1548	100
1554	100
1600	99
1606	99
1612	98
1618	97
1624	97
1630	96
1636	95
1642	94
1648	94
1654	93
1700	92
1706	92
1712	91
1718	90
1724	90
1730	89
1736	88
1742	88
1748	87
1754	86
1800	86
1806	85
1812	84
1818	83
1824	83
1830	82
1836	81
1842	81
1848	80
1854	79
1900	79
1906	78
1912	77
1918	77
1924	76
1930	75
1936	74
1942	74
1948	73
1954	72
2000	72
2006	71
2012	70
2018	70
2024	69
2030	68
2036	68
2042	67
2048	66
2054	66
2100	65
2106	64
2112	63
2118	63
2124	62
2130	61
2136	61
2142	60
2148	59
2154	59
2200	58
2206	57
2212	57
2218	56
2224	55
2230	54
2236	54
2242	53
2248	52
2254	52
2300	51
2306	50
2312	49
2318	49
2324	48
2330	48
2336	47
2342	46
2348	46
2354	45
2400	44
2406	43
2412	43
2418	42
2424	41
2430	41
2436	40
2442	39
2448	39
2454	38
2500	37
2506	37
2512	36
2518	35
2524	34
2530	34
2536	33
2542	32
2548	32
2554	31
2600	30
2606	30
2612	29
2618	28
2624	28
2630	27
