1300	100
1306	100
1312	100
1318	100
1324	100
1330	100
1336	100
1342	100
1348	100
1354	100
1400	100
1406	100
1412	100
1418	100
1424	100
1430	99
1436	98
1442	98
1448	97
1454	96
1500	95
1506	95
1512	94
1518	93
1524	92
1530	91
1536	91
1542	90
1548	89
1554	88
1600	87
1606	87
1612	86
1618	85
1624	84
1630	84
1636	83
1642	82
1648	81
1654	80
1700	80
1706	79
1712	78
1718	77
1724	76
1730	76
1736	75
1742	74
1748	73
1754	73
1800	72
1806	71
1812	70
1818	69
1824	69
1830	68
1836	67
1842	66
1848	65
1854	65
1900	64
1906	63
1912	62
1918	62
1924	61
1930	60
1936	59
1942	58
1948	58
1954	57
2000	56
2006	55
2012	55
2018	54
2024	53
2030	52
2036	51
2042	51
2048	50
2054	49
2100	48
2106	47
2112	47
2118	46
2124	45
2130	44
2136	44
2142	43
2148	42
2154	41
2200	40
2206	40
2212	39
2218	38
2224	37
2230	36
2236	36
2242	35
2248	34
2254	33
2300	33
2306	32
2312	31
2318	30
2324	29
2330	29
2336	28
2342	27
2348	26
2354	25
2400	25
2406	24
2412	23
2418	22
2424	22
2430	21
2436	20
2442	19
2448	18
2454	18
2500	17
2506	16
2512	15
2518	15
2524	14
2530	13
2536	12
2542	11
2548	11
2554	10
2600	9
2606	8
2612	7
2618	7
2624	6
2630	5
