1300	100
1306	100
1312	100
1318	100
1324	100
1330	100
1336	100
1342	100
1348	100
1354	100
1400	100
1406	100
1412	100
1418	100
1424	100
1430	100
1436	100
1442	100
1448	100
1454	100
1500	100
1506	100
1512	100
1518	100
1524	100
1530	100
1536	100
1542	100
1548	100
1554	100
1600	100
1606	100
1612	100
1618	100
1624	100
1630	100
1636	100
1642	100
1648	100
1654	100
1700	100
1706	100
1712	100
1718	100
1724	100
1730	100
1736	100
1742	100
1748	100
1754	100
1800	100
1806	100
1812	100
1818	100
1824	100
1830	100
1836	100
1842	100
1848	100
1854	100
1900	100
1906	100
1912	100
1918	100
1924	100
1930	100
1936	100
1942	100
1948	100
1954	100
2000	100
2006	99
2012	98
2018	98
2024	97
2030	96
2036	95
2042	94
2048	94
2054	93
2100	92
2106	91
2112	90
2118	90
2124	89
2130	88
2136	87
2142	86
2148	86
2154	85
2200	84
2206	83
2212	82
2218	82
2224	81
2230	80
2236	79
2242	78
2248	78
2254	77
2300	76
2306	75
2312	74
2318	74
2324	73
2330	72
2336	71
2342	70
2348	70
2354	69
2400	68
2406	67
2412	66
2418	66
2424	65
2430	64
2436	63
2442	62
2448	62
2454	61
2500	60
2506	59
2512	58
2518	58
2524	57
2530	56
2536	55
2542	54
2548	54
2554	53
2600	52
2606	51
2612	50
2618	50
2624	49
2630	48
