1300	100
1306	100
1312	100
1318	100
1324	100
1330	100
1336	100
1342	100
1348	100
1354	100
1400	100
1406	100
1412	100
1418	100
1424	100
1430	100
1436	100
1442	100
1448	100
1454	100
1500	100
1506	100
1512	100
1518	100
1524	100
1530	100
1536	100
1542	100
1548	100
1554	100
1600	100
1606	100
1612	100
1618	100
1624	100
1630	100
1636	100
1642	100
1648	100
1654	100
1700	100
1706	100
1712	100
1718	100
1724	100
1730	100
1736	100
1742	100
1748	100
1754	100
1800	100
1806	100
1812	100
1818	100
1824	100
1830	100
1836	100
1842	100
1848	100
1854	100
1900	100
1906	99
1912	99
1918	98
1924	97
1930	96
1936	96
1942	95
1948	94
1954	93
2000	93
2006	92
2012	91
2018	90
2024	90
2030	89
2036	88
2042	87
2048	87
2054	86
2100	85
2106	84
2112	84
2118	83
2124	82
2130	81
2136	81
2142	80
2148	79
2154	79
2200	78
2206	77
2212	76
2218	76
2224	75
2230	74
2236	73
2242	73
2248	72
2254	71
2300	70
2306	70
2312	69
2318	68
2324	67
2330	67
2336	66
2342	65
2348	64
2354	64
2400	63
2406	62
2412	61
2418	61
2424	60
2430	59
2436	59
2442	58
2448	57
2454	56
2500	56
2506	55
2512	54
2518	53
2524	53
2530	52
2536	51
2542	50
2548	50
2554	49
2600	48
2606	47
2612	47
2618	46
2624	45
2630	44
