1300	100
1306	99
1312	98
1318	97
1324	96
1330	94
1336	93
1342	92
1348	91
1354	90
1400	89
1406	88
1412	87
1418	86
1424	84
1430	83
1436	82
1442	81
1448	80
1454	79
1500	78
1506	77
1512	76
1518	74
1524	73
1530	72
1536	71
1542	70
1548	69
1554	68
1600	67
1606	66
1612	64
1618	63
1624	62
1630	61
1636	60
1642	59
1648	58
1654	57
1700	56
1706	54
1712	53
1718	52
1724	51
1730	50
1736	49
1742	48
1748	47
1754	46
1800	44
1806	43
1812	42
1818	41
1824	40
1830	39
1836	38
1842	37
1848	36
1854	34
1900	33
1906	32
1912	31
1918	30
1924	29
1930	28
1936	27
1942	26
1948	24
1954	23
2000	22
2006	21
2012	20
2018	19
2024	18
2030	17
2036	16
2042	14
2048	13
2054	12
2100	11
2106	10
2112	9
2118	8
2124	7
2130	6
2136	4
2142	3
2148	2
2154	1
2200	0
2206	0
2212	0
2218	0
2224	0
2230	0
2236	0
2242	0
2248	0
2254	0
2300	0
2306	0
2312	0
2318	0
2324	0
2330	0
2336	0
2342	0
2348	0
2354	0
2400	0
2406	0
2412	0
2418	0
2424	0
2430	0
2436	0
2442	0
2448	0
2454	0
2500	0
2506	0
2512	0
2518	0
2524	0
2530	0
2536	0
2542	0
2548	0
2554	0
2600	0
2606	0
2612	0
2618	0
2624	0
2630	0
