1300	100
1306	100
1312	100
1318	100
1324	99
1330	98
1336	97
1342	96
1348	95
1354	95
1400	94
1406	93
1412	92
1418	91
1424	90
1430	89
1436	88
1442	87
1448	86
1454	85
1500	85
1506	84
1512	83
1518	82
1524	81
1530	80
1536	79
1542	78
1548	77
1554	76
1600	75
1606	75
1612	74
1618	73
1624	72
1630	71
1636	70
1642	69
1648	68
1654	67
1700	66
1706	65
1712	65
1718	64
1724	63
1730	62
1736	61
1742	60
1748	59
1754	58
1800	57
1806	56
1812	55
1818	55
1824	54
1830	53
1836	52
1842	51
1848	50
1854	49
1900	48
1906	47
1912	46
1918	45
1924	45
1930	44
1936	43
1942	42
1948	41
1954	40
2000	39
2006	38
2012	37
2018	36
2024	35
2030	35
2036	34
2042	33
2048	32
2054	31
2100	30
2106	29
2112	28
2118	27
2124	26
2130	25
2136	25
2142	24
2148	23
2154	22
2200	21
2206	20
2212	19
2218	18
2224	17
2230	16
2236	15
2242	15
2248	14
2254	13
2300	12
2306	11
2312	10
2318	9
2324	8
2330	7
2336	6
2342	5
2348	5
2354	4
2400	3
2406	2
2412	1
2418	0
2424	0
2430	0
2436	0
2442	0
2448	0
2454	0
2500	0
2506	0
2512	0
2518	0
2524	0
2530	0
2536	0
2542	0
2548	0
2554	0
2600	0
2606	0
2612	0
2618	0
2624	0
2630	0
