1300	100
1306	100
1312	100
1318	100
1324	100
1330	100
1336	100
1342	100
1348	100
1354	100
1400	100
1406	100
1412	100
1418	100
1424	100
1430	100
1436	100
1442	100
1448	100
1454	100
1500	100
1506	100
1512	100
1518	100
1524	100
1530	100
1536	100
1542	100
1548	100
1554	100
1600	100
1606	100
1612	100
1618	100
1624	100
1630	100
1636	100
1642	100
1648	100
1654	100
1700	100
1706	100
1712	100
1718	100
1724	100
1730	100
1736	100
1742	100
1748	100
1754	100
1800	100
1806	100
1812	100
1818	100
1824	100
1830	100
1836	100
1842	100
1848	100
1854	100
1900	100
1906	100
1912	100
1918	100
1924	100
1930	100
1936	100
1942	100
1948	99
1954	98
2000	98
2006	97
2012	96
2018	95
2024	95
2030	94
2036	93
2042	92
2048	91
2054	91
2100	90
2106	89
2112	88
2118	87
2124	87
2130	86
2136	85
2142	84
2148	84
2154	83
2200	82
2206	81
2212	80
2218	80
2224	79
2230	78
2236	77
2242	76
2248	76
2254	75
2300	74
2306	73
2312	73
2318	72
2324	71
2330	70
2336	69
2342	69
2348	68
2354	67
2400	66
2406	65
2412	65
2418	64
2424	63
2430	62
2436	62
2442	61
2448	60
2454	59
2500	58
2506	58
2512	57
2518	56
2524	55
2530	55
2536	54
2542	53
2548	52
2554	51
2600	51
2606	50
2612	49
2618	48
2624	47
2630	47
