1300	100
1306	99
1312	97
1318	96
1324	94
1330	93
1336	92
1342	90
1348	89
1354	88
1400	86
1406	85
1412	83
1418	82
1424	81
1430	79
1436	78
1442	77
1448	75
1454	74
1500	72
1506	71
1512	70
1518	68
1524	67
1530	66
1536	64
1542	63
1548	61
1554	60
1600	59
1606	57
1612	56
1618	54
1624	53
1630	52
1636	50
1642	49
1648	48
1654	46
1700	45
1706	43
1712	42
1718	41
1724	39
1730	38
1736	37
1742	35
1748	34
1754	32
1800	31
1806	30
1812	28
1818	27
1824	26
1830	24
1836	23
1842	21
1848	20
1854	19
1900	17
1906	16
1912	14
1918	13
1924	12
1930	10
1936	9
1942	8
1948	6
1954	5
2000	3
2006	2
2012	1
2018	0
2024	0
2030	0
2036	0
2042	0
2048	0
2054	0
2100	0
2106	0
2112	0
2118	0
2124	0
2130	0
2136	0
2142	0
2148	0
2154	0
2200	0
2206	0
2212	0
2218	0
2224	0
2230	0
2236	0
2242	0
2248	0
2254	0
2300	0
2306	0
2312	0
2318	0
2324	0
2330	0
2336	0
2342	0
2348	0
2354	0
2400	0
2406	0
2412	0
2418	0
2424	0
2430	0
2436	0
2442	0
2448	0
2454	0
2500	0
2506	0
2512	0
2518	0
2524	0
2530	0
2536	0
2542	0
2548	0
2554	0
2600	0
2606	0
2612	0
2618	0
2624	0
2630	0
